,city_development_index,experience,last_new_job,training_hours,target,gender_Male,gender_Other,relevent_experience_No relevent experience,enrolled_university_Part time course,enrolled_university_no_enrollment,education_level_Phd,education_level_Undergraduate,cdi_bucket_medium_human_development,cdi_bucket_high_human_development,cdi_bucket_very_high_human_development,company_type_Other,company_type_Public Sector,company_type_Pvt Ltd,company_type_Startup Company,company_type_Unknown,major_STEM
434,0.91,21,5,38,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
435,0.92,5,1,98,0.0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
436,0.698,4,2,7,1.0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1
437,0.92,2,1,88,0.0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1
438,0.884,4,2,112,0.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
439,0.7659999999999999,15,0,30,1.0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1
442,0.91,19,4,24,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
443,0.92,2,1,28,0.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
444,0.878,10,1,166,0.0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
445,0.624,10,2,61,1.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
446,0.762,21,3,24,0.0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1
447,0.91,10,1,8,1.0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1
448,0.903,9,1,133,0.0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1
449,0.855,14,5,143,0.0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1
450,0.878,21,5,29,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
452,0.92,9,5,11,1.0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1
453,0.624,4,1,7,0.0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1
454,0.762,8,5,87,0.0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1
455,0.92,8,1,18,0.0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1
456,0.8270000000000001,9,1,76,1.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
457,0.624,6,1,114,0.0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1
459,0.91,7,5,30,0.0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1
460,0.923,21,5,80,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
461,0.7759999999999999,14,0,52,0.0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
462,0.624,0,1,13,0.0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1
466,0.836,2,1,36,0.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
467,0.926,21,5,67,0.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
469,0.92,9,1,100,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
470,0.91,15,1,58,0.0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1
471,0.624,7,1,18,1.0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1
475,0.802,0,2,11,0.0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
476,0.624,4,2,15,1.0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1
477,0.92,10,5,206,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
480,0.939,21,5,88,0.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
483,0.926,14,2,16,0.0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
484,0.924,21,5,95,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
485,0.624,6,1,53,0.0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1
486,0.92,21,5,220,1.0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1
488,0.795,21,5,94,0.0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
489,0.92,17,3,20,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
490,0.5579999999999999,8,0,47,1.0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1
491,0.92,21,2,60,0.0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1
492,0.624,6,4,78,1.0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1
495,0.939,21,3,2,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
496,0.794,9,5,206,0.0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
498,0.682,12,3,25,0.0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1
499,0.624,5,1,8,1.0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1
500,0.926,9,2,22,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
501,0.92,19,5,90,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
504,0.926,7,1,120,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
505,0.624,4,0,18,1.0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1
507,0.802,8,2,314,0.0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
509,0.91,2,0,10,0.0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1
511,0.624,8,1,25,1.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1
512,0.5579999999999999,0,1,146,1.0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1
513,0.624,3,1,26,0.0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1
514,0.7959999999999999,11,5,25,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
515,0.92,21,5,50,1.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
516,0.92,9,5,30,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
517,0.698,18,4,39,0.0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1
521,0.91,21,1,43,1.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
523,0.74,4,1,21,1.0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1
524,0.855,9,2,226,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
525,0.92,14,1,60,0.0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1
526,0.579,2,1,9,0.0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1
527,0.624,7,1,50,0.0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1
529,0.91,3,2,91,0.0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1
530,0.624,5,1,15,1.0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
531,0.92,5,2,14,0.0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
532,0.91,10,1,74,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
533,0.624,20,2,43,1.0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1
534,0.926,14,1,52,0.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
536,0.624,8,1,54,1.0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1
537,0.754,8,1,50,0.0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1
538,0.698,7,0,100,0.0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1
539,0.895,17,1,42,0.0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
540,0.91,21,4,11,0.0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1
541,0.91,10,2,74,0.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
543,0.89,9,5,90,0.0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
544,0.855,21,2,234,0.0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1
545,0.624,3,3,11,1.0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1
546,0.924,7,1,163,0.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
547,0.91,10,4,9,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
548,0.855,5,0,36,0.0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0
549,0.8270000000000001,5,1,6,0.0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
550,0.939,11,5,72,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
551,0.926,18,3,84,0.0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
552,0.698,14,5,24,0.0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1
556,0.92,17,2,8,0.0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
557,0.865,21,5,8,0.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
558,0.92,21,1,55,0.0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1
559,0.624,9,1,74,1.0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1
561,0.624,2,1,36,0.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1
563,0.92,21,5,151,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
564,0.624,11,1,4,0.0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1
565,0.743,2,2,102,0.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
566,0.926,7,3,29,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
567,0.91,21,2,78,0.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
569,0.624,2,2,141,1.0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1
571,0.738,5,1,13,0.0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
572,0.866,12,1,30,0.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
573,0.624,8,2,104,1.0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1
574,0.701,2,1,108,0.0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1
577,0.884,12,1,98,0.0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1
578,0.91,5,1,57,0.0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
579,0.92,21,5,44,1.0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1
580,0.92,21,5,9,0.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
582,0.92,21,3,53,0.0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1
584,0.698,7,1,98,1.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1
586,0.893,12,1,107,0.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
587,0.7659999999999999,21,1,28,1.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1
588,0.926,21,1,24,0.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
592,0.92,12,5,80,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
594,0.754,21,2,96,0.0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1
595,0.624,4,1,11,1.0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1
596,0.92,15,5,46,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
597,0.624,5,1,20,0.0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
598,0.913,8,4,46,0.0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1
600,0.91,0,1,44,0.0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1
602,0.92,11,5,34,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
603,0.92,11,3,17,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
604,0.92,3,3,40,0.0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0
606,0.939,7,2,31,1.0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1
607,0.762,8,1,45,0.0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
609,0.925,8,2,85,0.0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1
610,0.6659999999999999,6,1,110,0.0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1
611,0.802,11,2,35,0.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
612,0.762,12,3,6,0.0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
613,0.92,15,4,11,0.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
614,0.804,21,1,61,1.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
615,0.897,6,1,91,0.0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
616,0.767,21,2,28,0.0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0
618,0.794,7,1,50,0.0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1
619,0.682,6,1,204,0.0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1
621,0.92,6,2,26,0.0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
622,0.92,5,4,168,1.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
623,0.762,2,0,26,0.0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0
624,0.926,16,5,37,0.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
626,0.887,21,4,42,1.0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1
627,0.926,10,0,67,0.0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1
629,0.895,12,5,14,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
630,0.624,4,1,218,0.0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1
632,0.91,13,1,8,0.0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1
633,0.92,8,1,38,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
635,0.915,8,2,26,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
637,0.91,9,1,50,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
638,0.92,21,5,120,1.0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
639,0.762,9,1,100,0.0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1
640,0.624,4,4,198,1.0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1
642,0.92,21,4,80,1.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
643,0.802,3,1,144,1.0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1
644,0.754,21,5,41,0.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1
646,0.698,21,1,28,0.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
647,0.91,21,1,20,0.0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0
648,0.878,14,3,45,0.0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0
649,0.92,6,3,55,0.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
650,0.91,5,3,28,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
651,0.939,6,1,96,0.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
653,0.682,9,1,42,0.0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1
656,0.939,10,1,66,0.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
657,0.92,4,2,8,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
659,0.92,21,5,40,1.0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1
662,0.92,21,5,42,0.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
663,0.92,7,4,8,0.0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
665,0.92,8,1,128,0.0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
666,0.92,5,2,25,1.0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
667,0.55,4,2,37,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
670,0.624,6,0,21,1.0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1
671,0.92,4,1,90,0.0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
674,0.92,6,1,106,1.0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1
675,0.769,9,5,35,1.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1
676,0.804,3,0,73,1.0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1
677,0.924,13,3,41,1.0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1
678,0.91,7,4,22,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
679,0.926,12,1,82,0.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
681,0.92,8,2,44,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
682,0.92,7,1,107,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
683,0.92,21,1,19,1.0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
684,0.624,3,5,116,1.0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1
687,0.624,4,1,78,1.0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
688,0.926,21,5,114,0.0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1
689,0.926,21,5,56,0.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
691,0.897,7,5,15,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
692,0.92,6,1,54,0.0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
694,0.6659999999999999,21,1,29,0.0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0
696,0.91,8,4,23,0.0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1
697,0.624,11,1,206,1.0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1
699,0.899,21,5,24,0.0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1
700,0.884,13,2,101,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
701,0.878,9,2,56,0.0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
702,0.92,10,1,21,0.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
703,0.92,7,1,77,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
705,0.92,13,1,326,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
706,0.92,21,1,20,1.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
707,0.84,9,1,34,0.0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1
709,0.624,21,2,31,1.0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0
710,0.91,5,4,52,0.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
712,0.926,4,1,19,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
714,0.769,11,2,18,1.0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1
715,0.897,21,5,4,0.0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1
721,0.804,2,2,116,1.0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1
727,0.855,3,2,17,1.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1
729,0.92,4,1,58,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
730,0.91,10,4,206,0.0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
731,0.92,10,1,57,0.0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0
732,0.55,7,1,40,1.0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
735,0.92,12,1,34,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
737,0.92,1,1,28,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
738,0.866,21,0,154,0.0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1
739,0.878,3,1,26,1.0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1
740,0.903,21,5,6,0.0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
741,0.691,10,1,32,0.0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1
743,0.92,14,1,70,1.0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1
746,0.92,14,5,290,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
747,0.92,2,1,168,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
748,0.92,21,5,55,1.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1
752,0.91,14,1,8,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
755,0.92,6,1,21,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
756,0.926,9,2,123,0.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
757,0.804,10,4,292,0.0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
758,0.55,1,1,7,0.0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1
761,0.624,5,3,48,1.0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1
762,0.742,4,1,188,0.0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0
763,0.92,12,2,42,0.0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1
765,0.92,21,5,156,1.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
766,0.624,5,1,103,1.0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1
767,0.794,1,1,15,0.0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1
769,0.92,17,1,39,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
771,0.855,12,1,96,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
772,0.884,21,5,70,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
773,0.91,16,0,4,0.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
775,0.624,3,3,51,0.0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
777,0.92,18,2,6,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
779,0.91,9,5,90,0.0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1
781,0.866,9,2,4,0.0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
782,0.92,4,1,145,0.0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1
783,0.855,3,2,9,0.0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0
784,0.92,10,4,26,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
786,0.92,18,1,45,1.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1
788,0.92,15,2,166,0.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
789,0.8270000000000001,21,5,72,0.0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
790,0.555,21,3,135,1.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
791,0.624,6,5,138,1.0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
792,0.92,7,5,31,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
793,0.92,21,5,25,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
795,0.926,21,5,8,0.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
797,0.92,4,1,32,0.0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1
799,0.855,10,1,162,0.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
801,0.804,13,1,12,0.0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
802,0.843,7,1,6,1.0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
803,0.802,4,1,31,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
804,0.913,7,1,5,0.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
805,0.738,13,5,66,1.0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
810,0.527,21,0,94,0.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1
811,0.92,10,3,39,0.0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
813,0.7759999999999999,16,2,103,0.0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1
814,0.92,20,1,7,0.0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
816,0.624,15,0,80,0.0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1
817,0.92,3,2,11,0.0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
818,0.624,2,2,89,1.0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1
819,0.624,4,1,32,1.0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
820,0.91,5,1,19,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
822,0.92,4,0,110,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
825,0.624,7,1,17,1.0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1
827,0.7759999999999999,7,1,56,0.0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
828,0.926,21,5,109,0.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
829,0.91,11,2,118,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
831,0.878,10,3,9,0.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
834,0.899,10,0,48,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
835,0.92,6,1,9,0.0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1
837,0.926,14,5,28,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
838,0.92,21,1,17,1.0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1
839,0.624,7,1,109,0.0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1
841,0.55,6,1,3,0.0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
843,0.949,21,5,136,0.0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0
844,0.92,16,0,34,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
845,0.91,9,5,48,0.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
846,0.887,4,4,94,0.0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1
849,0.624,4,1,172,1.0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1
850,0.893,21,3,166,0.0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1
851,0.92,15,2,28,1.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
854,0.92,10,3,18,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
855,0.92,3,5,9,0.0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1
856,0.8270000000000001,2,1,62,0.0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1
858,0.804,15,1,51,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
859,0.92,10,1,16,0.0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
